species,owner,country_of_origin,farm_name,lot_number,mill,company,altitude,region,producer,number_of_bags,bag_weight,in_country_partner,harvest_year,grading_date,owner_1,variety,processing_method,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,moisture
Arabica,simon mahinda,Burundi,NA,601,sogestal mumirwa,sangana commodities k limited,1700,mumirwa,SOGESTAL MUMIRWA,300,60 kg,Kenya Coffee Traders Association,2016,"January 22nd, 2016",SIMON MAHINDA,NA,NA,7.08,7.25,7.17,7.33,7.08,7.08,10,10,10,7.33,0.12
Arabica,delfina leon shine,"Tanzania, United Republic Of",delfina farm,NA,NA,delfina farm,1700,mkuu rombo,Delfina Leon Shine,10,60 kg,Africa Fine Coffee Association,2015/2016,"November 16th, 2015",Delfina Leon Shine,Bourbon,Washed / Wet,7.25,7.17,7,7.25,7.42,7.08,10,10,10,7.17,0.13
Arabica,kongoni estate,"Tanzania, United Republic Of",kongoni estate,NA,kongoni estate,kongoni estate,NA,arusha,Kongoni Estate,1,60 kg,Africa Fine Coffee Association,2014,"December 18th, 2014",Kongoni Estate,Other,Washed / Wet,7.25,7.17,7.25,7.25,7.25,7.08,10,10,10,7.08,0.12
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,tokoffee莊園,NA,tokoffee莊園,blossom valley宸嶧國際,600 m,taichung xinshe 台中市新社區,Wu yi ting 吳伊婷,10,30 kg,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Yellow Bourbon,Other,7.25,7.25,7.08,7.25,7.25,7.25,10,10,10,7,0.11
Arabica,juan luis alvarado romero,Guatemala,la castellana,NA,beneficio ixchel,"unex guatemala, s.a.",4300,oriente,AGRIPEC DE LA VEGA Y CIA.,250,69 kg,Asociacion Nacional Del Café,2013,"June 6th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.33,7.33,6.83,7.5,7,7.17,10,10,10,7.17,0.11
Arabica,miguel cortes moreno,Mexico,NA,NA,"comunidad de sacún palma, municipio de chilón, chiapas",estrategias constructivas corzu s.a. de c.v.,940,chilón,ARMANDO GUTIERREZ GUZMAN,10,1 kg,AMECAFE,2012,"August 30th, 2012",MIGUEL CORTES MORENO,Typica,Semi-washed / Semi-pulped,7.25,7.08,7.08,7.33,7.33,7.17,10,10,10,7.08,0.11
Arabica,kona pacific farmers cooperative,United States (Hawaii),NA,NA,NA,cqi,NA,kona,NA,10,100 lbs,Specialty Coffee Association,2012,"February 8th, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Washed / Wet,7.17,7.5,6.92,7.33,7.67,7.33,9.33,10,10,7.08,0.12
Arabica,ethiopia commodity exchange,Ethiopia,NA,NA,NA,NA,NA,kelem welega,Exporter Name | Muluneh Kaka | Phone: 0114390290,360,6,Ethiopia Commodity Exchange,2010,"June 17th, 2010",Ethiopia Commodity Exchange,NA,NA,7.25,7.25,7.25,7.33,7.5,8,9.33,9.33,10,7.08,0.1
Arabica,volcafe ltda. - brasil,Brazil,são rafael_ ra/ras certified,2017-003,copag - varginha - mg,volcafe ltda.,995,cerrado - monte carmelo - minas gerais,Luiz Augusto Pereira Moguilod,440,59 kg,Brazil Specialty Coffee Association,2017 / 2018,"November 3rd, 2017",Volcafe Ltda. - Brasil,Catuai,Natural / Dry,7.17,7.33,7.42,7.08,7,7,10,10,10,7.25,0.11
Arabica,bismarck castro,Honduras,las moras,102,cigrah s.a de c.v.,cigrah s.a de c.v,1400,comayagua,Yamilet Lope,275,69 kg,Instituto Hondureño del Café,2016,"April 6th, 2017",Bismarck Castro,Caturra,Natural / Dry,7.25,7.25,7,7,7.42,7,10,10,10,7.33,0.1
Arabica,cafe de don balbino s.c. de r.l. de c.v.,Mexico,cortapico,cosecha 2015-2016,café don balbino,cafe don balbino s.c. de r.l. de c.v.,1600,sierra madre occidental,Balbino Ramirez Flores,60,69 kg,Centro Agroecológico del Café A.C.,2016,"April 26th, 2016",CAFE DE DON BALBINO S.C. DE R.L. DE C.V.,Caturra,Washed / Wet,7.25,7.17,7,7.33,7.33,7,10,10,10,7.17,0.1
Arabica,bob mccauley,Myanmar,waylead farms,NA,green beans,"waylead industrial co, ltd.",3000 ft,"yauk sauk, shan state","Waylead Co, Ltd",2,2 kg,Specialty Coffee Association,2015,"August 27th, 2015",Bob McCauley,Other,Natural / Dry,8,7.08,7,7.33,7.08,6.92,10,10,10,6.83,0.11
Arabica,u htun htun,Myanmar,thein kone,NA,NA,NA,4287,ywar ngan,U Htun Htun,1,2 kg,Coffee Quality Institute,2014,"July 17th, 2015",U Htun Htun,Catuai,Natural / Dry,7.42,7,7.08,7,7.17,7.33,10,10,10,7.25,0
Arabica,gloria antonieta escobar urrutia,Nicaragua,finca el consuelo,NA,"beneficio matagalpa coffee group, s.a.",zeas escobar y compañía limitada,900 m.s.n.m.,matagalpa,GLORIA ANTONIETA ESCOBAR URRUTIA,275,69 kg,Asociación de Cafés Especiales de Nicaragua,2015,"February 20th, 2015",Gloria Antonieta Escobar Urrutia,Caturra,Washed / Wet,7.08,6.92,7,7.25,7.5,7.25,10,10,10,7.25,0.11
Arabica,eileen koyanagi,United States (Hawaii),NA,NA,NA,kona pacific farmers cooperative,NA,kona,NA,2,100 lbs,Specialty Coffee Association,2014,"March 3rd, 2014",Eileen Koyanagi,Hawaiian Kona,Natural / Dry,7.5,7.08,7.67,7.67,7.42,7.58,9.33,9.33,9.33,7.33,0.12
Arabica,honor dela fuente,Colombia,NA,NA,NA,costco wholesale industries,NA,NA,NA,1,2 kg,Specialty Coffee Association,2012,"January 8th, 2014",Honor dela Fuente,Typica,Washed / Wet,7.42,8,7.83,7.75,8.08,7.58,8.67,8.67,8.67,7.58,0.1
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,weng hui ling 翁惠鈴,NA,weng hui ling 翁惠鈴,blossom valley宸嶧國際,700 m,chiayi fanlu嘉義縣番路鄉,Weng hui ling 翁惠鈴,5,30 kg,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Semi-washed / Semi-pulped,7.25,7.08,7.25,7.25,7.17,7.25,10,10,10,7,0.11
Arabica,the coffee source inc.,Guatemala,several,NA,ixchel,the coffee source inc.,1400,oriente,UNEX,250,1 kg,Specialty Coffee Association,2012,"January 9th, 2013",The Coffee Source Inc.,Caturra,Washed / Wet,7,7.17,7.33,7.33,7,7.17,10,10,10,7.25,0.11
Arabica,saul m. hernandez ramirez,Mexico,mirador,NA,en coyula,NA,808,"calnali, hidalgo","HERNANDEZ PACHECO, TIMOTEO",10,1 kg,AMECAFE,2012,"September 27th, 2012",SAUL M. HERNANDEZ RAMIREZ,Caturra,Washed / Wet,7.58,7.33,7.17,7.25,6.75,7,10,10,10,7.17,0.11
Arabica,"sunvirtue co., ltd.",Vietnam,apollo estate,Oriental Paris Civet Coffee,yes,"sunvirtue co., ltd.",1550,dala,"Yeh, Li Chuan",1,2 kg,Specialty Coffee Association,2017,"May 9th, 2017","Sunvirtue Co., Ltd.",Catimor,Other,7.42,7.25,7.25,7.58,7.42,7.33,8.67,10,10,7.25,0
Arabica,"exportadora atlantic, s.a.",Nicaragua,los mesones,NA,planta procesadora sebaco,exportadora atlantic s.a,1100 - 1275 mts,jinotega,Sheldom La rue,275,2 kg,Asociación de Cafés Especiales de Nicaragua,2015,"April 24th, 2015","Exportadora Atlantic, S.A.",Caturra,Washed / Wet,7.17,7.08,7.08,7.33,7.25,7.08,10,10,10,7.17,0.11
Arabica,cadexsa,Honduras,cerro bueno,NA,cadexsa,cadexsa,1400 msnm,marcala,Jose Omar Acosta,275,1 kg,Instituto Hondureño del Café,2015,"January 26th, 2015",CADEXSA,Catuai,Washed / Wet,7.25,7.25,7,7.17,7.08,7.08,10,10,10,7.33,0.11
Arabica,juan luis alvarado romero,Guatemala,el morito,NA,beneficio ixchel,"unex guatemala, s.a.",4300,oriente,ROBERTO MONTERROSO,250,69 kg,Asociacion Nacional Del Café,2013,"August 7th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.33,7.33,7,7.17,7.17,7.17,10,10,10,7,0.11
Arabica,pablo enrique martinez gama,Mexico,"la orduña, coatepec, veracruz",NA,alcafe s.a. de c.v,café katsina,1250,coatepec,PABLO ENRIQUE MARTINEZ GAMA,20,1 kg,AMECAFE,2012,"October 9th, 2012",PABLO ENRIQUE MARTINEZ GAMA,Typica,Washed / Wet,7.33,7.08,6.92,7.42,7.25,7.08,10,10,10,7.08,0.11
Arabica,israel eduardo paz garcia,Mexico,el carrizo,NA,"zaragoza itundujia, oaxaca",cafeorganico.mx,1550,zaragoza itundujia,CIRILO JOSE JOSE,15,1 kg,AMECAFE,2012,"September 13th, 2012",ISRAEL EDUARDO PAZ GARCIA,Typica,Washed / Wet,7.58,7.42,7.33,7.5,7.08,7.17,8.67,10,10,7.42,0.14
Arabica,marco virgilio ramirez teliz,Mexico,el aguacate,NA,cafes de naranjal s.a. de c.v.,cafes de naranjal s.a. de c.v,1000,veracruz,MARCO VIRGILIO RAMIREZ TELIZ,15,1 kg,AMECAFE,2012,"September 10th, 2012",MARCO VIRGILIO RAMIREZ TELIZ,Bourbon,Washed / Wet,7.33,7.33,7.17,7.08,7.25,7,10,10,10,7,0.12
Arabica,juan luis alvarado romero,Guatemala,agropecuaria quiagral,NA,beneficio ixchel,"unex guatemala, s.a.",4300,oriente,AGROPECUARIA QUIAGRAL,250,1 kg,Asociacion Nacional Del Café,2012,"May 24th, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.33,7.33,7,7.33,7,7,10,10,10,7.17,0.11
Arabica,kona pacific farmers cooperative,United States (Hawaii),NA,NA,NA,NA,NA,kona,NA,22,100 lbs,Specialty Coffee Association,NA,"September 22nd, 2011",Kona Pacific Farmers Cooperative,NA,NA,7.58,7.5,7.33,7.33,7.67,7.33,9.33,9.33,9.33,7.42,0.05
Arabica,brayan cunha souza,Brazil,NA,BR5691,cafeco 3,carmo coffees,1100,mantiqueira de minas,NA,440,60 kg,Brazil Specialty Coffee Association,2017 / 2018,"November 29th, 2017",Brayan Cunha Souza,Bourbon,Pulped natural / honey,7.17,7.17,7,7.17,7.25,7.25,10,10,10,7.08,0.11
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,好自在咖啡莊園,NA,好自在咖啡莊園,宸嶧國際,850公尺,苗栗泰安,簡義榮,10,60 kg,Blossom Valley International,2014,"November 23rd, 2014",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Washed / Wet,7.42,7.25,7.25,7.17,7,7,10,10,10,7,0.07
Arabica,honor dela fuente,Nicaragua,NA,NA,NA,costco wholesale industries,NA,NA,NA,1,5 lbs,Specialty Coffee Association,2013,"February 25th, 2014",Honor dela Fuente,NA,Natural / Dry,7.25,7.17,6.92,7.25,7.17,7.25,10,10,10,7.08,0.1
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,sheng he shang pin coffee 聖荷上品咖啡坊,NA,sheng he shang pin coffee 聖荷上品咖啡坊,blossom valley宸嶧國際,200 m,yunlin gukeng he bao 雲林縣古坑鄉荷苞村,Du zheng ru 杜政儒,10,30 kg,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Other,7.25,7.25,7.25,7.25,7.08,7,10,10,10,7,0.11
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,a shu she coffee 阿束社咖啡莊園,NA,a shu she coffee 阿束社咖啡莊園,blossom valley宸嶧國際,150 m,changhua baguashan 彰化市八卦山,Zheng zhao ming 鄭昭明,10,30 kg,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Washed / Wet,7.25,7.25,7.25,7,7.25,7.08,10,10,10,7,0.11
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,wu kun shan coffee 吳焜山咖啡園,NA,wu kun shan coffee 吳焜山咖啡園,blossom valley宸嶧國際,250 m,changhua baguashan 彰化市八卦山,Wu kun shan 吳焜山,10,30 kg,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Semi-washed / Semi-pulped,7.25,7.25,7.25,7.08,7.17,7.08,10,10,10,7,0.11
Arabica,israel eduardo paz garcia,Mexico,el tabaco,NA,"zaragoza itundujia, oaxaca",cafeorganico.mx,1300,zaragoza itundujia,ALBERTA TEODORO ANALCO,13,1 kg,AMECAFE,2012,"September 14th, 2012",ISRAEL EDUARDO PAZ GARCIA,Typica,Washed / Wet,7.33,7.17,7.25,7.08,7.08,7.08,10,10,10,7.08,0.15
Arabica,federico pacheco perez,Mexico,NA,NA,NA,NA,1300,escuitla,FEDERICO PACHECO PEREZ,10,1 kg,AMECAFE,2012,"August 30th, 2012",FEDERICO PACHECO PEREZ,Typica,Washed / Wet,7.25,7.08,7,7.17,7.33,7.17,10,10,10,7.08,0.14
Arabica,"comercial internacional exportadora, s.a.",Nicaragua,santa matilde,605135 / K1730103,beneficio san carlos,"comercial internacional exportadora, s.a.",1250,jinotega,RONALDO LACAYO CARDENAL,275,69 kg,Instituto Hondureño del Café,2017,"June 13th, 2017","COMERCIAL INTERNACIONAL EXPORTADORA, S.A.",Caturra,Washed / Wet,7.33,7.08,6.92,7.08,7.42,7.17,10,10,10,7,0.1
Arabica,ngu shwe li,Myanmar,doe kwin,NA,ngu shwe li coffee estate,ngu shwe li coffee estate,3845,"doe kwin, pyin oo lwin",Ngu Shwe Li Coffee Estate,1,2 kg,Coffee Quality Institute,2015,"July 17th, 2015",Ngu Shwe Li,Other,Washed / Wet,7.17,7.33,7,7.42,7.17,7,10,10,10,6.92,0
Arabica,kurt kappeli,Mexico,various,NA,productores de cafes especiales sc,globus coffee,1300 to 1500 meters,"sierra fraylesca, chiapas",various small producers,280,2 kg,Specialty Coffee Association,2014,"May 1st, 2014",Kurt Kappeli,Typica,Washed / Wet,7.58,7.75,7.42,7.5,7.5,7.5,8.67,8.67,10,7.42,0
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,zhang li hong coffee 張立宏咖啡莊園,NA,zhang li hong coffee 張立宏咖啡莊園,blossom valley宸嶧國際,250 m,changhua baguashan 彰化市八卦山,Zhang xian tong 張献銅,10,30 kg,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Washed / Wet,7.25,7.25,7.25,7,7.25,7,10,10,10,7,0.11
Arabica,doi tung development project,Thailand,doi tung development project,NA,doi tung development project,doi tung development project,800++,thailand,Doi Tung Development Project,2,1 kg,Specialty Coffee Association,2012,"May 29th, 2013",Doi Tung Development Project,NA,Washed / Wet,7.33,6.67,7.08,7.42,7.42,7.08,10,10,10,7,0
Arabica,pablo enrique martinez gama,Mexico,"la orduña, coatepec, veracruz",NA,alcafe s.a. de c.v,NA,1250,coatepec,PABLO ENRIQUE MARTINEZ GAMA,20,1 kg,AMECAFE,2012,"September 10th, 2012",PABLO ENRIQUE MARTINEZ GAMA,Typica,Washed / Wet,7.25,7.25,7.08,7.17,7.33,7.33,9.33,10,10,7.25,0.12
Arabica,semiramis casas velazquez,Mexico,"santa clara, california y camila",NA,finca camila,NA,1100,san miguel del puerto,SEMIRAMIS CASAS VELAZQUEZ,256,1 kg,AMECAFE,2012,"September 4th, 2012",SEMIRAMIS CASAS VELAZQUEZ,Other,Washed / Wet,7.08,7.33,7,7.33,7.08,7,10,10,10,7.17,0.11
Arabica,ethiopia commodity exchange,Ethiopia,"phone number | 0911-51-08-01, email | at",NA,NA,NA,NA,limu,Contact name | ATO Teshome Belamo,300,6,Ethiopia Commodity Exchange,2010,"June 17th, 2010",Ethiopia Commodity Exchange,NA,NA,7.42,7.42,7.5,7.92,7.75,7.58,8.67,9.33,8.67,7.75,0.05
Arabica,federacion nacional de cafeteros,Colombia,NA,NA,NA,federacion nacional de cafeteros,NA,huila,NA,275,2 kg,Almacafé,2015,"April 23rd, 2015",Federacion Nacional de Cafeteros,NA,Washed / Wet,7.83,7.67,7.58,7.75,7.83,7.17,6.67,10,10,7.42,0
Arabica,eileen koyanagi,United States (Hawaii),NA,NA,NA,kona pacific farmers cooperative,NA,kona,NA,12,100 kg,Specialty Coffee Association,2014,"May 12th, 2014",Eileen Koyanagi,Hawaiian Kona,Natural / Dry,7.5,7,7,6.92,7.33,7.17,10,10,10,7,0.11
Arabica,calixto guillen vazquez,Mexico,various,NA,productores de cafes especiales sc,"finca triunfo verde, s.c.",1300,chiapas,VARIOS PRODUCTORES,400,1 kg,AMECAFE,2013,"March 29th, 2013",CALIXTO GUILLEN VAZQUEZ,Bourbon,Washed / Wet,7.33,7.08,7.08,7.33,7.42,7.17,9.33,10,10,7.17,0.12
Arabica,alejandro garcia palacios,Mexico,finca buenos aires,NA,finca la fortuna,industrializadora de kaffee andes s.a. de c.v.,1100,"motozintla, chiapas",MARTHA PALACIOS,10,1 kg,AMECAFE,2012,"September 11th, 2012",ALEJANDRO GARCIA PALACIOS,Other,Washed / Wet,7.17,7.17,6.92,7.25,7.33,7.08,10,10,10,7,0.12
Arabica,christina dusing,Mexico,rancho san francisco iii,NA,ecc beneficio veracruz,NA,1100,veracruz,DELMAR MORENO GUILLEN,82,1 kg,AMECAFE,2012,"August 30th, 2012",CHRISTINA DUSING,Bourbon,Washed / Wet,7.5,7.17,7,7.17,7.25,7.08,10,10,10,6.75,0
Arabica,montegrande,Mexico,finca monte grande,NA,"finca montegrande, jaltenango",NA,1100,jaltenango,MARIA ELENA TERESA FERNANDEZ CEJA,250,1 kg,AMECAFE,2012,"July 26th, 2012",MONTEGRANDE,Catuai,Washed / Wet,7.17,7.08,7.08,7.08,7.5,7.33,9.33,10,10,7.33,0.11
Arabica,pablo enrique martinez gama,Mexico,finca la orduña,NA,"finca la orduña, coatepec, ver.",NA,1250,coatepec,PABLO ENRIQUE MARTINEZ GAMA,100,1 kg,AMECAFE,2012,"July 11th, 2012",PABLO ENRIQUE MARTINEZ GAMA,Typica,Natural / Dry,7.33,7.25,7,7.42,7.17,7.17,9.33,10,10,7.25,0.12
Arabica,jesus carlos cadena valdivia,Mexico,finca huehuetecpan,NA,"cosautlan de carvajal, veracruz, méxico",cafetalera la asunción s.a. de c.v.,1250,veracruz,MARIA DEL ROSARIO IRAIS VALDIVIA ORTIZ,209,1 kg,AMECAFE,2012,"July 11th, 2012",JESUS CARLOS CADENA VALDIVIA,Mundo Novo,Washed / Wet,7.17,7.33,7.08,7.58,7.33,7.08,10,9.33,10,7,0.11
Arabica,kona pacific farmers cooperative,United States (Hawaii),NA,NA,NA,NA,NA,kona,NA,40,100 lbs,Specialty Coffee Association,NA,"September 22nd, 2011",Kona Pacific Farmers Cooperative,NA,NA,7.5,7.42,7.58,7.42,7.5,7.58,8.67,8.67,10,7.58,0.05
Arabica,kennedy macharia,Kenya,yara estate / benvar estate,SC 9634,sasini mills / thika cofee mills,taylor winch (coffee) ltd,1500,kiambu,YARA / BENVAR,200,12000 kg,Kenya Coffee Traders Association,2017,"August 25th, 2017",Kennedy Macharia,SL34,Washed / Wet,7,7.08,7,7.17,7.25,7.25,10,10,10,7.08,0.11
Arabica,juan luis alvarado romero,Guatemala,piamonte,11/23/0639,beneficio ixchel,"unex guatemala, s.a.",1700,san marcos,JORGE LEAL,50,69 kg,Asociacion Nacional Del Café,2017,"August 22nd, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.33,7.25,6.92,7.33,7.25,7.33,9.33,10,10,7.08,0.1
Arabica,asociación aldea global jinotega,Nicaragua,asociación aldea global jinotega,NA,beneficio soppexcca,asociación aldea global jinotega,1250,jinotega,Asociación Aldea Global Jinotega,75,2 kg,Asociación de Cafés Especiales de Nicaragua,2014,"March 30th, 2015",Asociación Aldea Global Jinotega,Caturra,Washed / Wet,6.83,7.17,7.17,6.92,7.5,7.08,10,10,10,7.17,0.11
Arabica,sergio de la vequia bernardi,Mexico,la cuchilla,NA,cafetalera la cuchilla,NA,1300,veracruz,CIRO DE LA VEQUIA CESSA,250,1 kg,AMECAFE,2012,"July 11th, 2012",SERGIO DE LA VEQUIA BERNARDI,Typica,Washed / Wet,7.17,7.08,7,7.25,7.5,7,10,10,10,6.83,0.12
Arabica,kona pacific farmers cooperative,United States (Hawaii),NA,NA,NA,kona pacific farmers cooperative,NA,kona,NA,12,100 lbs,Specialty Coffee Association,2012,"April 5th, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Natural / Dry,7.58,7.08,6.83,7.17,7.5,7.17,9.33,10,10,7.17,0.12
Arabica,juan luis alvarado romero,Guatemala,la esperanza,11/23/0507,beneficio ixchel,"unex guatemala, s.a.",1901.64,oriente,"AGRICOLA EL PILAR, S.A.",25,69 kg,Asociacion Nacional Del Café,2016,"June 22nd, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.5,7.42,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.25,0.1
Arabica,"lin, che-hao krude 林哲豪",Taiwan,ka-vulungan coffee estate,NA,ka-vulungan coffee estate,"red on tree co., ltd.",800-1200,"taiwu township , pingtung county 屏東縣泰武鄉",Wei-Chieh ( Jack ) Hua,28,50 kg,Specialty Coffee Association,2014,"March 21st, 2015","Lin, Che-Hao Krude 林哲豪",Typica,Natural / Dry,7.75,7.33,7.17,7.33,7.67,7.83,9.33,9.33,8.67,7.33,0
Arabica,"lin, che-hao krude 林哲豪",Taiwan,baijiada coffee farm佰加達咖啡莊園,NA,baijiada coffee farm佰加達咖啡莊園,"red on tree co., ltd.",500-700m,"baihe dist., tainan city 臺南市白河區",LIN REN FU 林人富,50,20 kg,Specialty Coffee Association,2013,"July 28th, 2014","Lin, Che-Hao Krude 林哲豪",Typica,Washed / Wet,7.08,7.08,7.25,7,7.17,7.17,10,10,10,7,0.1
Arabica,doi tung development project,Thailand,NA,NA,doi tung development project,doi tung development project,800++,thailand,Doi Tung Development Project,1,1 kg,Specialty Coffee Association,2013,"June 16th, 2014",Doi Tung Development Project,NA,Washed / Wet,7.25,7.08,6.92,7.5,7.08,6.92,10,10,10,7,0.12
Arabica,dane loraas,Peru,NA,NA,NA,sustainable harvest,NA,huanuco,NA,320,5 lbs,Specialty Coffee Association,2013,"January 23rd, 2014",Dane Loraas,NA,Washed / Wet,7,7.08,7,7.25,7.5,7.42,9.33,10,10,7.17,0.12
Arabica,the coffee source inc.,Costa Rica,several,NA,coopeagri,the coffee source inc.,1100,brunca,Coopeagri,275,2 kg,Specialty Coffee Association,2013,"September 23rd, 2013",The Coffee Source Inc.,Catuai,Washed / Wet,7.58,7.5,7.67,7.75,7.67,7.58,8,8,10,8,0.1
Arabica,fredy gordillo reyes,Mexico,union ramal santa cruz,NA,union ramal santa cruz,union ramal santa cruz spr de ri,1400,"la concordia, chiapas",UNION RAMAL SANTA CRUZ,310,1 kg,AMECAFE,2013,"March 29th, 2013",FREDY GORDILLO REYES,Typica,Washed / Wet,7.58,7.08,7,7,7.5,6.92,10,10,10,6.67,0.12
Arabica,leonides de la cruz lopez,Mexico,comonyaj noptic s de ss,NA,NA,comon yaj noptic s. de ss,1022,chiapas,COMONYAJ NOPTIC S DE SS,275,1 kg,AMECAFE,2013,"March 29th, 2013",LEONIDES DE LA CRUZ LOPEZ,Bourbon,Washed / Wet,7.58,7.08,6.92,7.58,7.5,6.92,10,9.33,10,6.83,0.13
Arabica,calixto guillen vazquez,Mexico,various,NA,productores de cafes especiales sc,"finca triunfo verde, s.c.",1300,chiapas,VARIOS PRODUCTORES,380,1 kg,AMECAFE,2013,"March 29th, 2013",CALIXTO GUILLEN VAZQUEZ,Bourbon,Washed / Wet,7.25,7.08,7,7.17,7.17,7.08,10,10,10,7,0.12
Arabica,israel eduardo paz garcia,Mexico,peña negra,NA,"zaragoza itundujia, oaxaca",cafeorganico.mx,1450,zaragoza itundujia,MINERVA ZUÑIGA GARCIA,12,1 kg,AMECAFE,2012,"September 14th, 2012",ISRAEL EDUARDO PAZ GARCIA,Bourbon,Washed / Wet,7.25,7.17,7.17,7.08,7.17,7,10,10,10,6.92,0.14
Arabica,alfredo bojalil,Mexico,el vergel,NA,amsa oaxaca,ecomtrading,1050,pochutla,ANGEL GONZALES,250,1 kg,AMECAFE,2012,"September 4th, 2012",ALFREDO BOJALIL,Typica,Washed / Wet,7.33,7.25,7,7.08,7.08,7,10,10,10,7,0.1
Arabica,lusso lab,Guatemala,genuine antigua medina,NA,NA,lusso coffee lab,NA,antigua,Jorge Bolanos,275,69 kg,Specialty Coffee Association,2012,"July 23rd, 2012",LUSSO LAB,Bourbon,Washed / Wet,7.58,7.33,7.5,7.33,7,7.33,9.33,9.33,9.33,7.67,0
Arabica,montegrande,Mexico,finca monte grande,NA,NA,cafe montegrande,1100,tuxtla gutierrez,ALFREDO MOISES CEJA,36,1 kg,AMECAFE,2012,"June 6th, 2012",MONTEGRANDE,Typica,Washed / Wet,7.25,6.83,6.92,7.08,7.25,7.08,10,10,10,7.33,0.12
Arabica,juan luis alvarado romero,Guatemala,la esmeralda,11/23/0508,beneficio ixchel,"unex guatemala, s.a.",4000,oriente,JESUS RAMIREZ,25,69 kg,Asociacion Nacional Del Café,2016,"June 22nd, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.42,7.42,7.25,7.58,7.42,7.33,9.33,9.33,9.33,7.25,0.1
Arabica,consejo salvadoreño del café,El Salvador,la montaña,1,sociedad cooperativa de cafetaleros de ciudad barrios de r.l.,consejo salvadoreño del café,1250,cacahuatique,Sociedad Cooperativa de Cafetaleros de Ciudad Barrios de R.L.,275,69 kg,Salvadoran Coffee Council,2016,"March 23rd, 2017",Consejo Salvadoreño del Café,Bourbon,Washed / Wet,7.25,7.08,7,6.83,7.33,7.17,10,10,10,7,0
Arabica,doi tung development project,Thailand,NA,NA,doi tung development project,doi tung development project,800++,thailand,Doi Tung Development Project,1,1 kg,Specialty Coffee Association,2013,"June 16th, 2014",Doi Tung Development Project,NA,Washed / Wet,6.92,7.17,6.83,7.42,7.17,7.08,10,10,10,7.08,0.12
Arabica,juan luis alvarado romero,Guatemala,la castellana,NA,beneficio ixchel,"unex guatemala, s.a.",4300,oriente,AGRIPEC DE LA VEGA Y CIA.,250,69 kg,Asociacion Nacional Del Café,2013,"June 27th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.5,7,6.83,7.08,7.08,7.17,10,10,10,7,0.11
